Number,Sex,Victim,Fake News type,Sources,Rip off
8390,Male,0,Satire,Social Media,1
8391,Female,1,Social Media Sharing,The Internet,0
8392,Female,0,Deliberate Misinformation,Social Media,0
8393,Male,1,Social Media Sharing,The Internet,1
8394,Female,1,Satire,Radio,1
8395,Female,1,False Headlines,Radio,0
8396,Male,1,False Headlines,Social Media,0
8397,Female,0,Deliberate Misinformation,The Internet,1
8398,Female,0,Deliberate Misinformation,Word of Mouth,1
8399,Female,0,False Headlines,Word of Mouth,0
8400,Female,1,Deliberate Misinformation,Newspapers,1
8401,Male,1,Satire,The Internet,1
8402,Female,0,False Headlines,Social Media,1
8403,Female,1,False Headlines,Social Media,1
8404,Female,0,Deliberate Misinformation,Radio,1
8405,Female,1,Social Media Sharing,The Internet,1
8406,Female,1,Social Media Sharing,Word of Mouth,0
8407,Male,1,Deliberate Misinformation,Social Media,0
8408,Female,1,Social Media Sharing,Word of Mouth,1
8409,Male,1,Deliberate Misinformation,Television,1
8410,Male,0,Satire,Radio,1
8411,Male,1,Social Media Sharing,Social Media,0
8412,Male,0,Deliberate Misinformation,Television,0
8413,Female,0,Deliberate Misinformation,Television,1
8414,Male,0,Social Media Sharing,Television,1
8415,Male,1,Social Media Sharing,The Internet,0
8416,Male,1,Deliberate Misinformation,Newspapers,0
8417,Male,0,Deliberate Misinformation,Television,1
8418,Female,1,Satire,Television,1
8419,Male,1,Social Media Sharing,Word of Mouth,0
8420,Male,1,False Headlines,The Internet,0
8421,Male,0,False Headlines,Newspapers,1
8422,Male,1,Satire,Word of Mouth,0
8423,Male,0,Satire,Social Media,0
8424,Female,0,Satire,Social Media,0
8425,Male,1,Social Media Sharing,Radio,0
8426,Female,0,Deliberate Misinformation,Television,0
8427,Male,1,False Headlines,Radio,1
8428,Female,1,Deliberate Misinformation,Radio,1
8429,Male,0,Satire,Social Media,0
8430,Male,0,Social Media Sharing,Radio,1
8431,Female,0,Deliberate Misinformation,Television,1
8432,Female,1,Social Media Sharing,Social Media,0
8433,Female,0,Deliberate Misinformation,Newspapers,1
8434,Male,0,Satire,Social Media,0
8435,Male,1,Deliberate Misinformation,Newspapers,1
8436,Female,1,False Headlines,Newspapers,1
8437,Male,1,Social Media Sharing,Television,0
8438,Male,1,Satire,The Internet,1
8439,Male,0,Deliberate Misinformation,The Internet,1
8440,Male,0,Deliberate Misinformation,Word of Mouth,1
8441,Female,0,Social Media Sharing,The Internet,0
8442,Male,0,Social Media Sharing,Television,1
8443,Male,0,Satire,Social Media,1
8444,Male,0,Social Media Sharing,Word of Mouth,0
8445,Female,1,Satire,Radio,0
8446,Female,0,Satire,Television,0
8447,Female,1,Social Media Sharing,Radio,0
8448,Male,0,Deliberate Misinformation,Radio,0
8449,Male,1,Deliberate Misinformation,Radio,0
8450,Male,0,False Headlines,The Internet,0
8451,Female,0,Deliberate Misinformation,Newspapers,1
8452,Male,1,Deliberate Misinformation,Newspapers,1
8453,Male,0,False Headlines,Social Media,1
8454,Female,1,Satire,Social Media,0
8455,Female,0,False Headlines,The Internet,0
8456,Female,0,False Headlines,The Internet,0
8457,Female,0,Satire,Television,1
8458,Male,0,False Headlines,Television,1
8459,Female,1,False Headlines,Newspapers,0
8460,Male,1,Satire,Newspapers,1
8461,Male,0,Satire,Newspapers,1
8462,Female,1,Deliberate Misinformation,The Internet,1
8463,Male,1,Satire,Radio,1
8464,Male,1,False Headlines,Radio,0
8465,Male,0,Satire,The Internet,0
8466,Male,0,Deliberate Misinformation,Radio,1
8467,Female,0,Social Media Sharing,The Internet,1
8468,Female,1,False Headlines,Newspapers,0
8469,Female,1,False Headlines,Newspapers,1
8470,Female,1,Deliberate Misinformation,Word of Mouth,0
8471,Female,0,False Headlines,The Internet,1
8472,Female,1,Deliberate Misinformation,Social Media,1
8473,Female,1,False Headlines,Radio,1
8474,Female,0,Satire,Newspapers,0
8475,Female,1,Satire,The Internet,1
8476,Male,0,Social Media Sharing,The Internet,0
8477,Female,0,Deliberate Misinformation,Newspapers,0
8478,Female,0,Satire,Newspapers,0
8479,Female,0,Deliberate Misinformation,Newspapers,0
8480,Male,1,False Headlines,Newspapers,0
8481,Female,1,Social Media Sharing,Newspapers,0
8482,Female,1,False Headlines,Television,1
8483,Male,1,Social Media Sharing,Word of Mouth,0
8484,Female,1,False Headlines,The Internet,0
8485,Female,0,Social Media Sharing,Television,0
8486,Male,0,Deliberate Misinformation,Radio,0
8487,Female,1,Deliberate Misinformation,Newspapers,0
8488,Female,0,Social Media Sharing,Social Media,1
8489,Female,1,Social Media Sharing,Social Media,1
8490,Male,1,Social Media Sharing,Radio,1
8491,Female,1,Satire,Television,0
8492,Male,0,Satire,Word of Mouth,1
8493,Female,1,Deliberate Misinformation,Word of Mouth,0
8494,Male,0,False Headlines,Newspapers,0
8495,Male,0,Deliberate Misinformation,Word of Mouth,0
8496,Female,0,Deliberate Misinformation,Television,1
8497,Female,0,Social Media Sharing,Radio,1
8498,Female,1,False Headlines,Newspapers,1
8499,Male,0,Satire,The Internet,1
8500,Female,1,False Headlines,Newspapers,1
8501,Male,1,Social Media Sharing,Word of Mouth,0
8502,Male,1,Social Media Sharing,Radio,0
8503,Female,1,Satire,Television,1
8504,Male,0,Satire,The Internet,1
8505,Male,0,Social Media Sharing,Newspapers,1
8506,Male,1,Social Media Sharing,Social Media,0
8507,Male,1,False Headlines,Radio,1
8508,Female,0,Social Media Sharing,The Internet,1
8509,Male,0,Deliberate Misinformation,Social Media,1
8510,Female,1,Satire,Radio,1
8511,Male,1,Satire,The Internet,0
8512,Female,1,Satire,Television,0
8513,Male,0,Satire,Word of Mouth,0
8514,Female,1,Social Media Sharing,Radio,1
8515,Male,1,Social Media Sharing,Social Media,1
8516,Male,0,False Headlines,Television,1
8517,Female,0,False Headlines,Social Media,0
8518,Male,1,Satire,Social Media,1
8519,Male,0,Social Media Sharing,The Internet,1
8520,Female,0,Satire,The Internet,1
8521,Female,0,Satire,Newspapers,0
8522,Female,1,Satire,Television,0
8523,Male,0,Deliberate Misinformation,Social Media,1
8524,Female,1,Social Media Sharing,Word of Mouth,1
8525,Female,1,False Headlines,Word of Mouth,1
8526,Male,1,Deliberate Misinformation,Social Media,0
8527,Male,0,Deliberate Misinformation,Newspapers,1
8528,Female,1,Social Media Sharing,Word of Mouth,0
8529,Female,0,Social Media Sharing,Word of Mouth,0
8530,Female,1,Social Media Sharing,The Internet,1
8531,Male,0,Social Media Sharing,The Internet,1
8532,Female,1,Social Media Sharing,Radio,1
8533,Male,0,Social Media Sharing,Social Media,0
8534,Male,1,Deliberate Misinformation,Word of Mouth,1
8535,Male,0,False Headlines,Social Media,0
8536,Female,0,Deliberate Misinformation,Radio,1
8537,Male,0,Satire,Radio,0
8538,Male,0,False Headlines,Social Media,0
8539,Male,1,False Headlines,Television,0
8540,Female,0,False Headlines,Television,1
8541,Male,0,Deliberate Misinformation,Newspapers,0
8542,Female,0,False Headlines,Television,0
8543,Male,0,Satire,Newspapers,0
8544,Male,0,Satire,Radio,0
8545,Female,1,Social Media Sharing,The Internet,0
8546,Male,1,Deliberate Misinformation,The Internet,1
8547,Male,1,Social Media Sharing,Social Media,1
8548,Male,1,Social Media Sharing,Word of Mouth,1
8549,Male,0,Social Media Sharing,Social Media,1
8550,Male,1,Satire,Television,0
8551,Female,0,False Headlines,Newspapers,1
8552,Male,0,Deliberate Misinformation,Newspapers,1
8553,Female,1,Deliberate Misinformation,The Internet,1
8554,Female,1,Social Media Sharing,Social Media,1
8555,Female,1,False Headlines,Word of Mouth,0
8556,Female,1,False Headlines,The Internet,1
8557,Male,0,Satire,Newspapers,0
8558,Female,1,Social Media Sharing,Television,1
8559,Male,1,Satire,Television,1
8560,Male,1,Satire,Radio,0
8561,Female,1,Deliberate Misinformation,Newspapers,1
8562,Female,1,Satire,Television,1
8563,Female,1,Social Media Sharing,Radio,0
8564,Female,1,Satire,Television,1
8565,Female,0,False Headlines,Radio,1
8566,Female,0,False Headlines,Newspapers,1
8567,Male,1,Social Media Sharing,Newspapers,1
8568,Male,1,Satire,Newspapers,1
8569,Male,1,Social Media Sharing,Radio,0
8570,Male,1,False Headlines,Radio,0
8571,Female,0,Social Media Sharing,The Internet,1
8572,Male,1,Deliberate Misinformation,Radio,0
8573,Male,0,Social Media Sharing,Television,0
8574,Female,0,Social Media Sharing,Television,0
8575,Female,0,Social Media Sharing,Radio,1
8576,Male,1,Deliberate Misinformation,Television,1
8577,Male,1,Satire,Social Media,0
8578,Male,0,Satire,Social Media,0
8579,Male,1,False Headlines,Social Media,1
8580,Female,1,False Headlines,Television,0
8581,Male,0,Social Media Sharing,Radio,1
8582,Male,1,Deliberate Misinformation,Radio,0
8583,Male,1,Deliberate Misinformation,The Internet,1
8584,Male,0,Deliberate Misinformation,The Internet,0
8585,Female,0,Satire,Newspapers,1
8586,Female,1,False Headlines,The Internet,0
8587,Male,1,Satire,Word of Mouth,0
8588,Male,0,False Headlines,Newspapers,0
8589,Male,1,Satire,Social Media,1
8590,Female,1,Satire,Newspapers,1
8591,Male,0,False Headlines,Word of Mouth,1
8592,Female,1,Satire,Newspapers,0
8593,Female,0,False Headlines,Newspapers,1
8594,Female,0,Satire,Word of Mouth,1
8595,Male,0,Deliberate Misinformation,Social Media,0
8596,Female,0,Social Media Sharing,Radio,0
8597,Female,1,False Headlines,Radio,1
8598,Male,0,False Headlines,Television,1
8599,Male,0,Social Media Sharing,Radio,0
8600,Female,0,Social Media Sharing,Newspapers,0
8601,Female,1,Satire,Television,0
8602,Female,0,False Headlines,The Internet,1
8603,Male,0,False Headlines,Word of Mouth,0
8604,Female,1,Satire,Television,1
8605,Male,1,Satire,The Internet,1
8606,Female,0,False Headlines,The Internet,0
8607,Female,1,False Headlines,The Internet,0
8608,Female,1,Satire,Newspapers,1
8609,Male,1,Deliberate Misinformation,Social Media,1
8610,Male,1,Satire,Social Media,1
8611,Female,0,Satire,Word of Mouth,0
8612,Female,0,Satire,Television,1
8613,Female,0,Satire,The Internet,1
8614,Male,1,Deliberate Misinformation,Television,1
8615,Male,0,Deliberate Misinformation,Radio,0
8616,Female,0,False Headlines,Social Media,1
8617,Male,1,Satire,Radio,1
8618,Male,1,Satire,Social Media,0
8619,Male,0,Social Media Sharing,Social Media,1
8620,Male,1,Social Media Sharing,Word of Mouth,1
8621,Female,0,Satire,Television,1
8622,Male,0,Satire,Social Media,0
8623,Female,1,False Headlines,Word of Mouth,1
8624,Female,1,Satire,Social Media,1
8625,Female,0,Deliberate Misinformation,Word of Mouth,0
8626,Female,0,Social Media Sharing,Word of Mouth,1
8627,Female,1,Deliberate Misinformation,The Internet,0
8628,Male,0,Satire,The Internet,0
8629,Male,1,Satire,Social Media,0
8630,Male,1,Social Media Sharing,Radio,0
8631,Female,1,Social Media Sharing,Radio,1
8632,Female,0,Social Media Sharing,Television,1
8633,Male,0,Satire,Social Media,0
8634,Female,1,Satire,Word of Mouth,0
8635,Male,0,Deliberate Misinformation,Social Media,1
8636,Female,1,Deliberate Misinformation,Newspapers,1
8637,Male,1,Satire,Word of Mouth,1
8638,Male,0,False Headlines,The Internet,0
8639,Male,0,Deliberate Misinformation,Radio,0
8640,Female,0,Satire,Television,0
8641,Female,0,False Headlines,Radio,0
8642,Female,1,Social Media Sharing,Social Media,0
8643,Female,1,Deliberate Misinformation,Newspapers,1
8644,Female,0,Deliberate Misinformation,Newspapers,1
8645,Male,0,Deliberate Misinformation,Television,1
8646,Male,0,Social Media Sharing,Social Media,0
8647,Male,1,Deliberate Misinformation,Newspapers,0
8648,Female,0,Satire,Word of Mouth,0
8649,Male,1,False Headlines,Newspapers,0
8650,Male,1,Social Media Sharing,Radio,1
8651,Male,0,Deliberate Misinformation,Television,1
8652,Male,1,False Headlines,Social Media,0
8653,Female,1,Satire,Newspapers,1
8654,Male,1,Social Media Sharing,Newspapers,1
8655,Female,0,Social Media Sharing,Television,0
8656,Female,0,Social Media Sharing,Newspapers,0
8657,Female,1,Social Media Sharing,Newspapers,1
8658,Male,0,Satire,Word of Mouth,0
8659,Female,0,Deliberate Misinformation,Social Media,1
8660,Female,0,Deliberate Misinformation,The Internet,1
8661,Male,0,Social Media Sharing,Word of Mouth,1
8662,Male,0,Deliberate Misinformation,The Internet,1
8663,Male,0,Social Media Sharing,Television,1
8664,Male,1,Social Media Sharing,Television,1
8665,Female,1,Satire,Word of Mouth,1
8666,Male,1,False Headlines,Word of Mouth,1
8667,Male,0,Satire,The Internet,0
8668,Male,0,False Headlines,Radio,1
8669,Male,1,Social Media Sharing,Social Media,1
8670,Male,0,Deliberate Misinformation,Television,0
8671,Female,0,Deliberate Misinformation,Television,1
8672,Male,0,False Headlines,Word of Mouth,0
8673,Male,0,False Headlines,The Internet,0
8674,Female,1,Deliberate Misinformation,Newspapers,0
8675,Male,0,Social Media Sharing,Newspapers,0
8676,Female,0,Satire,Social Media,0
8677,Male,1,Deliberate Misinformation,Television,1
8678,Female,0,Social Media Sharing,The Internet,0
8679,Female,1,Social Media Sharing,Word of Mouth,0
8680,Female,1,Satire,Television,1
8681,Female,0,Social Media Sharing,Radio,1
8682,Male,1,Deliberate Misinformation,Television,0
8683,Male,1,Satire,Social Media,0
8684,Female,1,Deliberate Misinformation,Radio,0
8685,Male,1,False Headlines,Word of Mouth,0
8686,Female,1,False Headlines,Word of Mouth,1
8687,Female,1,Deliberate Misinformation,Social Media,0
8688,Female,1,False Headlines,Radio,0
8689,Male,0,Deliberate Misinformation,Word of Mouth,1
8690,Male,0,Social Media Sharing,Word of Mouth,1
8691,Male,1,Satire,Radio,1
8692,Female,0,False Headlines,Radio,0
8693,Male,0,Deliberate Misinformation,Television,0
8694,Female,1,Social Media Sharing,Word of Mouth,0
8695,Male,0,False Headlines,Television,1
8696,Male,1,Deliberate Misinformation,Word of Mouth,0
8697,Female,0,False Headlines,Radio,0
8698,Male,1,Social Media Sharing,Radio,0
8699,Male,1,Social Media Sharing,Newspapers,1
8700,Female,0,Social Media Sharing,Radio,0
8701,Female,0,Satire,Radio,0
8702,Male,1,Satire,The Internet,1
8703,Male,0,Satire,Social Media,0
8704,Male,0,Social Media Sharing,Radio,1
8705,Male,1,Deliberate Misinformation,Word of Mouth,1
8706,Female,1,Social Media Sharing,Radio,1
8707,Male,0,Social Media Sharing,Newspapers,1
8708,Female,1,Deliberate Misinformation,Newspapers,0
8709,Female,1,Deliberate Misinformation,Radio,1
8710,Female,0,Deliberate Misinformation,Newspapers,1
8711,Female,0,Deliberate Misinformation,The Internet,0
8712,Male,0,Satire,Newspapers,0
8713,Female,0,Satire,The Internet,0
8714,Female,1,Satire,Television,0
8715,Female,0,Satire,Radio,0
8716,Male,0,False Headlines,The Internet,0
8717,Male,0,Satire,The Internet,0
8718,Male,1,Deliberate Misinformation,Radio,0
8719,Male,1,Deliberate Misinformation,The Internet,0
8720,Male,1,Deliberate Misinformation,Radio,1
8721,Male,0,Social Media Sharing,The Internet,1
8722,Female,1,Deliberate Misinformation,Word of Mouth,0
8723,Female,0,False Headlines,Word of Mouth,1
8724,Male,1,False Headlines,Radio,0
8725,Female,0,Social Media Sharing,Television,0
8726,Male,0,Satire,Television,0
8727,Female,0,False Headlines,Social Media,0
8728,Female,1,False Headlines,The Internet,0
8729,Female,1,Satire,Television,0
8730,Male,1,Deliberate Misinformation,Newspapers,1
8731,Male,0,Social Media Sharing,Social Media,0
8732,Male,1,Deliberate Misinformation,Newspapers,0
8733,Male,0,Social Media Sharing,Social Media,1
8734,Male,1,False Headlines,Newspapers,1
8735,Female,0,Social Media Sharing,Newspapers,0
8736,Male,0,Satire,Word of Mouth,0
8737,Female,0,Social Media Sharing,Television,0
8738,Male,0,Deliberate Misinformation,Newspapers,1
8739,Male,0,Satire,The Internet,1
8740,Male,1,Deliberate Misinformation,The Internet,1
8741,Female,0,Deliberate Misinformation,Radio,0
8742,Female,1,False Headlines,The Internet,1
8743,Female,1,Satire,The Internet,1
8744,Female,0,False Headlines,Television,1
8745,Female,0,False Headlines,Social Media,0
8746,Female,0,Deliberate Misinformation,The Internet,0
8747,Female,0,Deliberate Misinformation,The Internet,0
8748,Male,0,Deliberate Misinformation,The Internet,1
8749,Female,1,Satire,Word of Mouth,0
8750,Female,1,Social Media Sharing,Radio,1
8751,Female,1,Satire,Television,0
8752,Male,0,Satire,Radio,1
8753,Male,1,Satire,Television,1
8754,Male,1,Social Media Sharing,Word of Mouth,0
8755,Female,0,Deliberate Misinformation,The Internet,1
8756,Female,0,Satire,Radio,0
8757,Male,1,False Headlines,Newspapers,0
8758,Female,0,Deliberate Misinformation,Radio,1
8759,Female,0,Social Media Sharing,The Internet,1
8760,Male,1,False Headlines,Television,1
8761,Male,1,Deliberate Misinformation,Television,0
8762,Male,1,Deliberate Misinformation,Word of Mouth,0
8763,Male,1,Deliberate Misinformation,Newspapers,0
8764,Female,1,Satire,Television,0
8765,Male,1,Deliberate Misinformation,The Internet,1
8766,Female,0,False Headlines,Television,1
8767,Male,1,Satire,Newspapers,0
8768,Male,0,Satire,Radio,1
8769,Female,0,Deliberate Misinformation,Word of Mouth,1
8770,Female,1,Deliberate Misinformation,Television,0
8771,Male,1,Deliberate Misinformation,Social Media,0
8772,Female,1,False Headlines,Newspapers,0
8773,Female,0,Satire,Radio,1
8774,Female,1,Deliberate Misinformation,Social Media,1
8775,Female,1,Satire,Radio,1
8776,Female,0,Satire,Word of Mouth,0
8777,Male,0,Social Media Sharing,Word of Mouth,1
8778,Male,1,Social Media Sharing,Television,1
8779,Female,0,Social Media Sharing,Word of Mouth,0
8780,Male,0,False Headlines,Social Media,0
